Customer_Age ,Customer_income ,Home_ownership,Employment_length,Purpose_of_loan,Loan_risk_grade,Loan_amount ,Interest_rate,Loan_Status,Loan_amount_as_%_of_income,Previous_default_history,Credit_history_length,person_emp_length_clean,loan_int_rate_clean
28,132650,MORTGAGE,12,MEDICAL,B,20000,10.65,0,0.15,N,5,12,10.65
28,51850,RENT,12,MEDICAL,F,15000,,1,0.25,N,9,12,18.535
28,135000,MORTGAGE,0,MEDICAL,A,14400,5.42,0,0.11,N,8,0,5.42
28,123000,MORTGAGE,0,PERSONAL,A,10000,7.14,1,0.08,N,6,0,7.14
28,68004,RENT,1,PERSONAL,C,15000,13.16,0,0.22,N,7,1,13.16
28,123000,MORTGAGE,3,DEBTCONSOLIDATION,C,15000,13.85,1,0.12,Y,9,3,13.85
28,123000,OWN,0,DEBTCONSOLIDATION,G,22000,20.86,1,0.18,Y,8,0,20.86
28,135996,MORTGAGE,12,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,N,6,12,8.59
28,136092,MORTGAGE,2,PERSONAL,C,8000,13.61,0,0.06,N,7,2,13.61
28,124886,MORTGAGE,12,HOMEIMPROVEMENT,B,5000,11.99,1,0.04,N,9,12,11.99
28,70000,RENT,2,MEDICAL,B,15000,11.89,0,0.21,N,7,2,11.89
28,138000,MORTGAGE,11,MEDICAL,A,5000,6.62,0,0.04,N,5,4,6.62
28,21084,OWN,,EDUCATION,A,7750,7.51,0,0.37,N,9,0,7.51
28,138600,MORTGAGE,10,DEBTCONSOLIDATION,C,12000,12.99,0,0.09,N,7,10,12.99
28,138996,MORTGAGE,3,PERSONAL,C,20000,13.79,0,0.14,Y,9,3,13.79
28,139913,MORTGAGE,7,HOMEIMPROVEMENT,A,5375,8.94,0,0.04,N,6,7,8.94
28,140000,OWN,12,VENTURE,D,18000,16.29,0,0.13,N,7,12,16.29
28,140000,OWN,1,EDUCATION,B,17600,12.42,0,0.13,N,6,1,12.42
28,140000,MORTGAGE,4,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,Y,7,4,14.65
28,140000,MORTGAGE,8,MEDICAL,A,22000,7.9,0,0.16,N,6,8,7.9
28,140000,MORTGAGE,11,HOMEIMPROVEMENT,B,5000,11.49,0,0.04,N,9,11,11.49
28,72000,RENT,6,MEDICAL,A,15000,6.54,0,0.21,N,6,6,6.54
28,128000,MORTGAGE,11,DEBTCONSOLIDATION,G,14400,22.11,1,0.11,Y,8,11,22.11
28,140000,MORTGAGE,12,VENTURE,A,9000,5.99,0,0.06,N,9,12,5.99
28,108800,MORTGAGE,3,MEDICAL,E,35000,16.4,1,0.27,Y,7,3,16.4
28,140000,MORTGAGE,4,HOMEIMPROVEMENT,E,25000,15.95,0,0.18,N,10,4,15.95
28,140000,MORTGAGE,12,MEDICAL,B,15000,8.88,0,0.11,N,5,12,8.88
28,141000,MORTGAGE,4,HOMEIMPROVEMENT,A,9000,7.14,0,0.06,N,8,4,7.14
28,141996,MORTGAGE,3,VENTURE,A,13000,,0,0.09,N,7,3,7.49
28,142000,MORTGAGE,3,EDUCATION,B,18000,10.38,0,0.13,N,8,3,10.38
28,144000,MORTGAGE,12,MEDICAL,A,35000,8.9,0,0.24,N,7,12,8.9
28,144000,OWN,11,MEDICAL,D,7000,15.99,0,0.05,Y,10,11,15.99
28,144000,MORTGAGE,12,PERSONAL,A,30000,,0,0.21,N,5,12,7.49
28,76000,RENT,2,HOMEIMPROVEMENT,C,15000,12.73,0,0.2,Y,9,2,12.73
28,145000,MORTGAGE,9,VENTURE,B,25000,,0,0.17,N,9,9,10.99
28,80000,RENT,0,MEDICAL,C,15000,13.49,0,0.19,N,5,0,13.49
28,133000,MORTGAGE,6,DEBTCONSOLIDATION,E,20000,,1,0.15,Y,5,6,16.82
28,147500,MORTGAGE,12,DEBTCONSOLIDATION,B,10000,11.12,0,0.07,N,7,12,11.12
28,80000,RENT,2,DEBTCONSOLIDATION,B,15000,11.48,0,0.19,N,5,2,11.48
28,84000,RENT,3,HOMEIMPROVEMENT,B,15000,11.86,0,0.18,N,9,3,11.86
28,19200,OWN,2,PERSONAL,D,4700,15.31,1,0.24,Y,5,2,15.31
28,150000,MORTGAGE,4,EDUCATION,B,20000,,0,0.13,N,8,4,10.99
28,150000,OWN,12,HOMEIMPROVEMENT,A,8500,6.76,0,0.06,N,8,12,6.76
28,150000,MORTGAGE,12,EDUCATION,C,10000,,0,0.07,Y,6,12,13.48
28,150000,MORTGAGE,5,HOMEIMPROVEMENT,A,15000,7.88,0,0.1,N,6,5,7.88
28,150000,MORTGAGE,12,HOMEIMPROVEMENT,B,15000,11.89,0,0.1,N,9,12,11.89
28,92000,RENT,4,DEBTCONSOLIDATION,A,15000,7.9,0,0.16,N,9,4,7.9
28,150000,MORTGAGE,11,HOMEIMPROVEMENT,A,15000,9.63,0,0.1,N,9,11,9.63
28,150000,MORTGAGE,0,VENTURE,E,25000,15.25,0,0.17,Y,8,0,15.25
28,150000,MORTGAGE,6,VENTURE,A,10000,8.07,0,0.07,N,8,6,8.07
28,18000,OWN,12,VENTURE,C,3500,14.22,1,0.19,N,5,12,14.22
28,143000,MORTGAGE,5,HOMEIMPROVEMENT,D,8275,16.49,1,0.06,Y,7,5,16.49
28,143000,MORTGAGE,3,DEBTCONSOLIDATION,E,25000,17.93,1,0.17,N,6,3,17.93
28,50000,RENT,2,EDUCATION,B,15200,10.25,0,0.3,N,10,2,10.25
28,157000,OWN,12,VENTURE,C,12000,13.92,0,0.08,Y,9,12,13.92
28,145656,MORTGAGE,2,DEBTCONSOLIDATION,B,10000,10.37,1,0.07,N,7,2,10.37
28,158000,MORTGAGE,6,MEDICAL,A,15000,7.9,0,0.09,N,5,6,7.9
28,158367,MORTGAGE,5,MEDICAL,A,12000,6.62,0,0.08,N,8,5,6.62
28,159000,MORTGAGE,3,PERSONAL,B,15000,11.86,0,0.09,N,8,3,11.86
28,160000,MORTGAGE,4,DEBTCONSOLIDATION,B,34000,9.91,0,0.21,N,7,4,9.91
28,160000,OWN,12,PERSONAL,B,23000,11.83,0,0.14,N,8,12,11.83
28,165000,MORTGAGE,5,DEBTCONSOLIDATION,B,12400,11.26,0,0.08,N,8,5,11.26
28,168000,OWN,12,MEDICAL,A,6800,,0,0.04,N,7,12,7.49
28,170000,MORTGAGE,8,PERSONAL,F,20000,18.99,0,0.12,Y,7,8,18.99
28,170000,MORTGAGE,0,EDUCATION,A,10000,,0,0.06,N,5,0,7.49
28,170000,MORTGAGE,4,EDUCATION,D,20000,,0,0.12,Y,10,4,15.31
28,170000,MORTGAGE,3,MEDICAL,B,4000,,0,0.02,N,10,3,10.99
28,90000,RENT,7,VENTURE,C,16000,12.68,0,0.18,N,10,7,12.68
28,176000,MORTGAGE,12,HOMEIMPROVEMENT,B,25000,10.25,0,0.14,N,6,12,10.25
28,176608,MORTGAGE,1,VENTURE,C,21125,13.16,0,0.12,Y,5,1,13.16
28,107000,RENT,4,HOMEIMPROVEMENT,C,16000,13.49,0,0.15,N,6,4,13.49
28,199000,MORTGAGE,12,HOMEIMPROVEMENT,A,10000,9.32,0,0.05,N,10,12,9.32
28,201000,OWN,4,VENTURE,A,12000,,0,0.06,N,8,4,7.49
28,200000,RENT,0,PERSONAL,C,16000,10.91,0,0.08,Y,9,0,10.91
28,225000,MORTGAGE,12,PERSONAL,A,20000,7.88,0,0.09,N,9,12,7.88
28,225000,MORTGAGE,12,DEBTCONSOLIDATION,B,6000,11.12,0,0.03,N,7,12,11.12
28,230000,MORTGAGE,12,DEBTCONSOLIDATION,B,10000,10.95,0,0.04,N,6,12,10.95
28,60000,RENT,3,DEBTCONSOLIDATION,A,19200,7.88,1,0.32,N,8,3,7.88
28,191250,MORTGAGE,11,MEDICAL,E,9000,16.95,1,0.04,N,6,11,16.95
28,245000,MORTGAGE,0,PERSONAL,E,18000,17.39,0,0.07,Y,9,0,17.39
28,266000,MORTGAGE,12,PERSONAL,A,9000,5.42,0,0.03,N,10,12,5.42
28,300000,MORTGAGE,1,PERSONAL,C,9600,15.23,0,0.03,Y,10,1,15.23
28,300000,MORTGAGE,12,EDUCATION,C,10125,15.23,0,0.03,N,6,12,15.23
28,288000,MORTGAGE,12,VENTURE,G,18000,22.48,1,0.06,Y,9,12,22.48
28,300000,MORTGAGE,11,DEBTCONSOLIDATION,A,10800,6.92,0,0.04,N,5,11,6.92
28,270300,MORTGAGE,3,MEDICAL,E,25000,17.88,1,0.08,N,6,3,17.88
28,604000,MORTGAGE,12,PERSONAL,B,25000,9.01,1,0.04,N,9,4,9.01
28,9081,RENT,,HOMEIMPROVEMENT,B,3000,10.25,1,0.33,N,6,0,10.25
28,8000,RENT,1,HOMEIMPROVEMENT,B,4750,11.12,1,0.59,N,5,1,11.12
28,62000,RENT,0,HOMEIMPROVEMENT,A,15000,7.9,0,0.24,N,10,0,7.9
28,60000,MORTGAGE,4,DEBTCONSOLIDATION,B,4800,,0,0.08,N,5,4,10.99
28,40000,MORTGAGE,9,DEBTCONSOLIDATION,B,19200,9.91,0,0.48,N,6,9,9.91
28,25000,RENT,0,EDUCATION,A,7000,6.92,0,0.28,N,7,0,6.92
28,50000,MORTGAGE,3,VENTURE,A,5000,7.74,0,0.1,N,9,3,7.74
28,72000,MORTGAGE,9,HOMEIMPROVEMENT,B,18000,11.89,0,0.25,N,8,9,11.89
28,45000,RENT,1,MEDICAL,B,10000,9.91,0,0.22,N,5,1,9.91
28,38196,MORTGAGE,5,PERSONAL,B,10750,10.75,0,0.28,N,8,5,10.75
28,32568,RENT,3,EDUCATION,D,15000,,1,0.46,N,10,3,15.31
28,95000,MORTGAGE,5,PERSONAL,A,5000,7.88,0,0.05,N,7,5,7.88
28,64900,MORTGAGE,12,DEBTCONSOLIDATION,D,25000,15.37,1,0.39,N,6,12,15.37
28,60000,RENT,4,HOMEIMPROVEMENT,A,10000,6.54,0,0.17,N,9,4,6.54
28,40000,RENT,1,PERSONAL,C,1700,,0,0.04,Y,9,1,13.48
28,33000,RENT,12,PERSONAL,C,8000,14.65,1,0.24,N,9,12,14.65
28,50000,RENT,2,EDUCATION,D,2000,16.89,1,0.04,N,5,2,16.89
28,40000,RENT,12,DEBTCONSOLIDATION,B,12000,11.11,0,0.3,N,7,12,11.11
28,70000,MORTGAGE,13,MEDICAL,A,5000,6.99,0,0.07,N,9,13,6.99
28,42000,RENT,3,EDUCATION,D,9600,14.61,0,0.23,N,9,3,14.61
28,77250,RENT,1,HOMEIMPROVEMENT,B,10000,9.2,0,0.13,N,8,1,9.2
28,24000,RENT,0,DEBTCONSOLIDATION,C,10000,12.87,1,0.42,N,8,0,12.87
28,31000,OWN,0,PERSONAL,A,1000,7.4,0,0.03,N,7,0,7.4
28,64000,MORTGAGE,3,MEDICAL,C,5000,13.23,0,0.08,N,6,3,13.23
28,140000,RENT,3,EDUCATION,B,12000,9.91,0,0.09,N,10,3,9.91
28,25200,RENT,5,PERSONAL,D,11500,14.46,1,0.46,N,10,5,14.46
28,71400,RENT,5,MEDICAL,B,5000,11.12,1,0.06,N,8,5,11.12
28,82500,MORTGAGE,12,DEBTCONSOLIDATION,A,11000,7.49,0,0.13,N,7,12,7.49
28,55000,RENT,3,VENTURE,C,5000,12.53,0,0.09,Y,5,3,12.53
28,65007,MORTGAGE,4,DEBTCONSOLIDATION,F,25000,18.62,1,0.38,Y,9,4,18.62
28,43500,MORTGAGE,12,PERSONAL,B,4000,12.69,0,0.09,N,5,12,12.69
28,225000,MORTGAGE,11,EDUCATION,E,9000,16.95,1,0.04,Y,8,11,16.95
28,11029,MORTGAGE,12,DEBTCONSOLIDATION,C,2150,10.78,1,0.19,Y,6,12,10.78
28,44500,MORTGAGE,5,DEBTCONSOLIDATION,B,20000,9.45,0,0.45,N,8,5,9.45
28,42000,RENT,0,EDUCATION,B,12000,11.11,0,0.29,N,9,0,11.11
28,20000,RENT,5,EDUCATION,B,4000,10.99,0,0.2,N,10,5,10.99
28,86000,MORTGAGE,12,VENTURE,A,15600,5.99,0,0.18,N,7,12,5.99
28,51000,OWN,2,MEDICAL,E,20400,17.74,1,0.4,Y,6,2,17.74
28,160000,OWN,12,VENTURE,B,23000,11.83,0,0.14,N,5,12,11.83
28,50000,RENT,7,VENTURE,F,14000,19.04,0,0.28,Y,5,7,19.04
28,110000,MORTGAGE,3,VENTURE,A,11000,5.79,0,0.1,N,5,3,5.79
28,103992,MORTGAGE,3,HOMEIMPROVEMENT,B,18000,10.99,0,0.17,N,10,3,10.99
28,41000,RENT,11,VENTURE,E,4000,18.64,1,0.1,Y,5,11,18.64
28,73992,RENT,2,HOMEIMPROVEMENT,B,20000,9.96,0,0.27,N,9,2,9.96
28,209000,OWN,4,HOMEIMPROVEMENT,D,15000,14.84,0,0.07,N,8,4,14.84
28,112000,RENT,1,MEDICAL,B,6000,12.69,0,0.05,N,8,1,12.69
28,108000,RENT,2,DEBTCONSOLIDATION,D,20000,15.31,1,0.19,Y,8,2,15.31
28,30000,MORTGAGE,4,HOMEIMPROVEMENT,A,3000,6.76,0,0.1,N,9,4,6.76
28,82000,MORTGAGE,0,MEDICAL,C,15000,12.98,0,0.18,Y,8,0,12.98
28,36000,RENT,0,MEDICAL,B,10000,11.11,0,0.28,N,8,0,11.11
28,108000,MORTGAGE,6,PERSONAL,B,27400,10.99,0,0.25,N,8,6,10.99
28,70000,RENT,1,EDUCATION,A,7800,7.9,0,0.11,N,8,1,7.9
28,48000,RENT,5,DEBTCONSOLIDATION,B,15000,11.99,1,0.31,N,10,5,11.99
28,35000,RENT,0,PERSONAL,B,3000,11.11,1,0.09,N,8,0,11.11
28,44500,MORTGAGE,2,DEBTCONSOLIDATION,A,10000,8.59,0,0.22,N,10,2,8.59
28,112200,RENT,11,DEBTCONSOLIDATION,C,7000,11.66,0,0.06,Y,7,11,11.66
28,50000,RENT,4,PERSONAL,B,7200,,0,0.14,N,9,4,10.99
28,82000,RENT,12,VENTURE,G,16750,20.11,1,0.2,N,6,12,20.11
28,59160,MORTGAGE,2,PERSONAL,B,23500,,0,0.4,N,6,2,10.99
28,61000,MORTGAGE,12,PERSONAL,B,12000,9.99,0,0.2,N,6,12,9.99
28,55000,MORTGAGE,4,VENTURE,A,20000,6.62,0,0.36,N,6,4,6.62
28,40000,RENT,2,MEDICAL,B,14000,11.89,1,0.35,N,8,2,11.89
28,50000,RENT,4,PERSONAL,A,15000,7.49,0,0.3,N,8,4,7.49
28,59004,MORTGAGE,1,DEBTCONSOLIDATION,A,8000,7.37,1,0.14,N,10,1,7.37
28,42000,RENT,5,PERSONAL,B,4800,12.42,0,0.11,N,9,5,12.42
28,115000,RENT,0,HOMEIMPROVEMENT,A,2850,6.54,0,0.02,N,7,0,6.54
28,53000,RENT,0,PERSONAL,B,7000,9.88,0,0.13,N,6,0,9.88
28,55000,MORTGAGE,7,PERSONAL,A,8000,,0,0.15,N,9,7,7.49
28,39000,RENT,3,PERSONAL,B,5000,10.25,0,0.13,N,7,3,10.25
28,68000,MORTGAGE,7,HOMEIMPROVEMENT,B,2500,11.71,0,0.04,N,8,7,11.71
28,64049,MORTGAGE,7,PERSONAL,B,20000,12.69,0,0.31,N,8,7,12.69
28,131040,MORTGAGE,0,MEDICAL,C,10000,13.35,0,0.08,Y,7,0,13.35
28,145000,MORTGAGE,9,MEDICAL,B,25000,,0,0.17,N,7,9,10.99
28,50400,RENT,8,EDUCATION,D,18500,16.02,1,0.37,N,5,8,16.02
28,50500,RENT,3,HOMEIMPROVEMENT,C,5200,12.53,0,0.1,N,8,3,12.53
28,110000,MORTGAGE,12,MEDICAL,B,15000,10,0,0.14,N,6,12,10
28,24000,RENT,0,EDUCATION,B,5000,11.86,0,0.21,N,8,0,11.86
28,110000,MORTGAGE,1,MEDICAL,A,12000,8.94,0,0.11,N,7,1,8.94
28,85000,RENT,8,EDUCATION,B,8000,11.71,0,0.09,N,6,8,11.71
28,136092,MORTGAGE,2,VENTURE,C,8000,13.61,0,0.06,N,5,2,13.61
28,66725,RENT,3,MEDICAL,D,9000,16.29,1,0.11,N,8,3,16.29
28,33400,MORTGAGE,12,PERSONAL,A,16700,7.66,0,0.5,N,5,12,7.66
28,42240,OWN,2,PERSONAL,B,12000,11.86,0,0.28,N,6,2,11.86
28,90000,MORTGAGE,7,PERSONAL,A,12000,8.32,0,0.13,N,9,7,8.32
28,30000,MORTGAGE,4,PERSONAL,C,7500,11.78,0,0.25,N,9,4,11.78
28,66920,RENT,12,MEDICAL,C,5000,14.26,0,0.07,N,6,12,14.26
28,45000,RENT,4,MEDICAL,C,9000,14.65,0,0.2,N,6,4,14.65
28,126000,MORTGAGE,2,HOMEIMPROVEMENT,B,12000,11.71,0,0.1,N,8,2,11.71
28,44000,MORTGAGE,12,EDUCATION,B,8000,10.59,0,0.18,N,6,12,10.59
28,60000,MORTGAGE,5,PERSONAL,B,6000,10.99,0,0.1,N,9,5,10.99
28,59600,RENT,2,DEBTCONSOLIDATION,A,5000,5.79,0,0.08,N,10,2,5.79
28,57360,MORTGAGE,3,PERSONAL,B,23000,,0,0.4,N,8,3,10.99
28,59000,MORTGAGE,12,VENTURE,A,5000,7.14,0,0.08,N,8,12,7.14
28,13500,OWN,0,VENTURE,A,6700,9.63,1,0.5,N,8,0,9.63
28,50176,RENT,3,VENTURE,B,5000,10.59,0,0.1,N,7,3,10.59
28,206000,RENT,2,HOMEIMPROVEMENT,C,24000,,0,0.12,N,10,2,13.48
28,78000,MORTGAGE,12,MEDICAL,B,13000,,0,0.17,N,9,12,10.99
28,73200,RENT,2,VENTURE,A,12000,8.9,0,0.16,N,5,2,8.9
28,12000,RENT,0,MEDICAL,C,2400,12.68,1,0.2,N,8,0,12.68
28,82300,RENT,3,VENTURE,A,3600,9.63,0,0.04,N,6,3,9.63
28,92000,MORTGAGE,12,VENTURE,F,24500,18.3,0,0.27,N,7,12,18.3
28,77385,RENT,3,DEBTCONSOLIDATION,A,6000,7.66,0,0.08,N,9,3,7.66
28,33000,OWN,1,PERSONAL,D,7500,15.31,0,0.23,N,10,1,15.31
28,73000,RENT,3,DEBTCONSOLIDATION,C,1000,,0,0.01,N,7,3,13.48
28,33288,RENT,2,DEBTCONSOLIDATION,C,10800,12.09,1,0.32,N,5,2,12.09
28,30000,RENT,4,DEBTCONSOLIDATION,A,8000,,0,0.27,N,8,4,7.49
28,51043,MORTGAGE,12,VENTURE,C,2100,12.29,1,0.04,N,5,12,12.29
28,56000,MORTGAGE,5,MEDICAL,C,5050,12.29,1,0.09,Y,8,5,12.29
28,107364,MORTGAGE,12,DEBTCONSOLIDATION,A,8000,6.76,0,0.07,N,9,12,6.76
28,100000,MORTGAGE,13,PERSONAL,A,13000,8.59,0,0.13,N,9,13,8.59
28,28800,MORTGAGE,2,EDUCATION,B,2000,10.59,0,0.07,N,8,2,10.59
28,29000,RENT,4,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10,4,16.77
28,28320,RENT,4,VENTURE,D,8700,14.61,1,0.31,N,8,4,14.61
28,25000,RENT,1,VENTURE,A,5000,7.51,0,0.2,N,9,1,7.51
28,47004,MORTGAGE,12,MEDICAL,C,10000,13.61,1,0.21,N,10,12,13.61
28,81000,MORTGAGE,11,PERSONAL,A,6000,6.17,0,0.07,N,8,11,6.17
28,115000,MORTGAGE,11,HOMEIMPROVEMENT,A,5000,7.51,0,0.04,N,7,11,7.51
28,75000,RENT,5,VENTURE,A,5000,7.88,0,0.07,N,6,5,7.88
28,140000,RENT,0,HOMEIMPROVEMENT,A,7400,6.03,0,0.05,N,6,0,6.03
28,44000,RENT,5,PERSONAL,C,16000,13.48,1,0.36,N,5,5,13.48
28,90080,MORTGAGE,9,HOMEIMPROVEMENT,A,5500,7.49,0,0.06,N,6,9,7.49
28,68004,RENT,1,PERSONAL,C,15000,13.16,0,0.22,Y,7,1,13.16
28,110004,MORTGAGE,2,EDUCATION,B,15000,,0,0.14,N,5,2,10.99
28,30000,RENT,4,EDUCATION,B,3900,11.99,0,0.13,N,9,4,11.99
28,24000,MORTGAGE,2,PERSONAL,A,1500,7.14,0,0.06,N,6,2,7.14
28,30000,RENT,2,DEBTCONSOLIDATION,A,12000,5.42,1,0.4,N,6,2,5.42
28,30000,RENT,13,MEDICAL,B,14800,11.14,1,0.49,N,7,13,11.14
28,40000,RENT,6,EDUCATION,C,10500,14.27,0,0.26,N,6,6,14.27
28,25000,RENT,1,EDUCATION,B,12000,9.83,1,0.48,N,6,1,9.83
28,56000,RENT,7,DEBTCONSOLIDATION,F,20000,18.25,1,0.36,Y,10,7,18.25
28,39000,RENT,6,MEDICAL,D,3600,16.29,1,0.09,N,8,6,16.29
28,100000,MORTGAGE,3,EDUCATION,C,8000,13.98,0,0.08,Y,6,3,13.98
28,69000,MORTGAGE,5,DEBTCONSOLIDATION,D,20000,14.91,1,0.29,Y,5,5,14.91
28,24000,RENT,8,EDUCATION,B,8875,10.65,1,0.37,N,7,8,10.65
28,52000,MORTGAGE,10,DEBTCONSOLIDATION,A,13600,7.88,0,0.26,N,5,10,7.88
28,50000,MORTGAGE,1,PERSONAL,A,8000,5.99,0,0.16,N,6,1,5.99
28,38000,RENT,12,PERSONAL,A,3200,9.63,0,0.08,N,9,12,9.63
28,55000,OWN,13,MEDICAL,A,18000,7.9,0,0.33,N,10,13,7.9
28,48000,MORTGAGE,13,MEDICAL,C,5000,15.27,1,0.1,Y,8,13,15.27
28,60000,MORTGAGE,6,EDUCATION,B,15000,11.99,0,0.25,N,5,6,11.99
28,60000,RENT,12,DEBTCONSOLIDATION,A,4600,7.88,0,0.08,N,8,12,7.88
28,48000,RENT,7,PERSONAL,C,4000,14.35,0,0.08,N,10,7,14.35
28,64600,MORTGAGE,12,MEDICAL,A,5000,8.94,1,0.07,N,9,12,8.94
28,56100,RENT,12,MEDICAL,A,8400,7.51,1,0.13,N,10,12,7.51
28,115000,MORTGAGE,3,EDUCATION,A,18500,,0,0.16,N,9,3,7.49
28,21000,RENT,6,DEBTCONSOLIDATION,A,6250,7.9,0,0.3,N,8,6,7.9
28,62040,RENT,0,DEBTCONSOLIDATION,C,13400,13.06,0,0.22,Y,6,0,13.06
28,66000,MORTGAGE,2,VENTURE,A,6500,5.79,0,0.1,N,9,2,5.79
28,62352,MORTGAGE,3,EDUCATION,A,3800,6.62,0,0.06,N,6,3,6.62
28,48715,RENT,2,DEBTCONSOLIDATION,C,12000,12.87,0,0.25,Y,5,2,12.87
28,79536,MORTGAGE,12,PERSONAL,A,16425,7.9,0,0.21,N,10,12,7.9
28,80000,MORTGAGE,13,EDUCATION,B,21000,11.36,0,0.26,N,10,13,11.36
28,75000,MORTGAGE,12,DEBTCONSOLIDATION,C,15250,11.34,0,0.2,Y,7,12,11.34
28,48000,RENT,4,VENTURE,D,2000,14.96,0,0.04,N,5,4,14.96
28,82500,RENT,4,VENTURE,E,11000,16.35,0,0.13,N,8,4,16.35
28,53544,RENT,12,MEDICAL,C,1800,,0,0.03,Y,8,12,13.48
28,64000,RENT,1,PERSONAL,C,10000,11.66,0,0.16,N,5,1,11.66
28,61000,MORTGAGE,12,PERSONAL,A,12000,6.03,0,0.2,N,5,12,6.03
28,48996,RENT,8,MEDICAL,D,15000,14.09,1,0.31,Y,5,8,14.09
28,105000,RENT,0,VENTURE,E,20000,,1,0.19,N,7,0,16.82
28,84800,RENT,4,VENTURE,B,9000,,0,0.11,N,7,4,10.99
28,59000,MORTGAGE,2,VENTURE,B,14000,10.36,0,0.24,N,7,2,10.36
28,65000,RENT,2,HOMEIMPROVEMENT,C,7200,13.98,0,0.11,Y,5,2,13.98
28,20000,RENT,2,VENTURE,C,4000,13.11,1,0.2,N,5,2,13.11
28,30000,MORTGAGE,5,HOMEIMPROVEMENT,A,15000,,0,0.5,N,8,5,7.49
28,40000,OWN,2,MEDICAL,A,3600,6.99,0,0.09,N,10,2,6.99
28,108000,MORTGAGE,4,VENTURE,C,5000,12.87,0,0.05,N,8,4,12.87
28,30000,MORTGAGE,8,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,7,8,7.29
28,37090,RENT,2,DEBTCONSOLIDATION,B,3000,11.12,0,0.08,N,5,2,11.12
28,55640,MORTGAGE,9,PERSONAL,C,5000,,0,0.09,N,6,9,13.48
28,55704,MORTGAGE,12,EDUCATION,A,8400,7.51,0,0.15,N,6,12,7.51
28,48000,OWN,1,EDUCATION,D,12000,14.54,0,0.25,N,7,1,14.54
28,34000,RENT,7,MEDICAL,B,9600,10.99,0,0.28,N,7,7,10.99
28,99996,MORTGAGE,6,VENTURE,A,10000,5.42,0,0.1,N,9,4,5.42
28,86400,MORTGAGE,,MEDICAL,A,5000,7.9,0,0.06,N,5,0,7.9
28,73000,MORTGAGE,6,PERSONAL,B,15000,11.83,0,0.21,N,7,6,11.83
28,48000,MORTGAGE,4,VENTURE,B,3000,11.99,0,0.06,N,6,4,11.99
28,78200,MORTGAGE,12,MEDICAL,D,20000,,1,0.22,Y,5,12,15.31
28,42000,MORTGAGE,4,HOMEIMPROVEMENT,B,10000,10.75,0,0.24,N,6,4,10.75
28,40000,RENT,2,MEDICAL,B,9000,12.53,0,0.23,N,8,2,12.53
28,54000,RENT,2,HOMEIMPROVEMENT,D,12000,15.31,1,0.22,N,6,2,15.31
28,50000,MORTGAGE,0,MEDICAL,A,9000,,0,0.18,N,10,0,7.49
28,50000,RENT,1,HOMEIMPROVEMENT,C,16200,13.99,1,0.32,Y,6,1,13.99
28,50000,RENT,2,EDUCATION,B,3000,10.37,0,0.06,N,9,2,10.37
28,78000,RENT,5,PERSONAL,B,12000,10.62,0,0.15,N,6,5,10.62
28,215662,MORTGAGE,12,HOMEIMPROVEMENT,B,21000,11.99,0,0.1,N,6,12,11.99
28,120000,MORTGAGE,11,MEDICAL,B,14400,10.74,0,0.12,N,7,11,10.74
28,124886,MORTGAGE,12,PERSONAL,B,5000,11.99,1,0.04,N,5,12,11.99
28,125000,MORTGAGE,8,MEDICAL,B,8000,11.14,0,0.06,N,6,8,11.14
28,65000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,7.49,0,0.15,N,7,3,7.49
28,56864,MORTGAGE,5,MEDICAL,A,12300,7.88,0,0.22,N,8,5,7.88
28,72000,MORTGAGE,12,VENTURE,E,16000,15.95,0,0.22,N,5,12,15.95
28,30000,MORTGAGE,2,VENTURE,A,10500,8.94,0,0.35,N,8,2,8.94
28,43200,RENT,1,EDUCATION,A,3000,7.49,0,0.07,N,7,1,7.49
28,31000,RENT,7,MEDICAL,D,3600,14.11,1,0.12,Y,8,7,14.11
29,70500,RENT,5,PERSONAL,A,35000,8.9,1,0.5,N,6,5,8.9
29,10000,OWN,0,PERSONAL,B,3250,11.12,1,0.33,N,9,0,11.12
29,80000,RENT,2,DEBTCONSOLIDATION,C,35000,12.68,1,0.44,Y,10,2,12.68
29,85000,RENT,1,PERSONAL,B,35000,11.99,1,0.41,N,8,1,11.99
29,160000,RENT,4,VENTURE,C,35000,14.27,0,0.22,Y,8,4,14.27
29,400000,MORTGAGE,10,EDUCATION,B,25000,11.12,0,0.06,N,8,10,11.12
29,338000,RENT,3,HOMEIMPROVEMENT,F,24000,17.8,1,0.07,N,8,3,17.8
29,74000,RENT,2,DEBTCONSOLIDATION,D,30750,,1,0.42,N,6,2,15.31
29,80000,RENT,2,MEDICAL,B,30000,12.42,1,0.38,N,9,2,12.42
29,244800,RENT,8,MEDICAL,D,8000,14.09,1,0.03,N,5,8,14.09
29,105000,RENT,6,HOMEIMPROVEMENT,A,30000,5.99,0,0.29,N,8,6,5.99
29,112260,RENT,5,EDUCATION,D,30000,17.49,0,0.27,N,10,5,17.49
29,280000,MORTGAGE,6,VENTURE,C,15000,12.99,0,0.05,N,7,6,12.99
